ID_Cliente,Edad,Género,Trabajo,Estado_Civil,Región,Ingreso_Anual,Tipo_Vehículo,Prima_Seguros,Número_Siniestros,Cliente_Fiel,Actividad_Compra
325,54,Masculino,Estudiante,Divorciado,Oeste,86291,Coche,1746,0,No,Alta
326,49,Masculino,Desempleado,Casado,Sur,80303,SUV,779,1,No,Baja
327,72,Masculino,Comerciante,Divorciado,Oeste,19117,Coche,1090,2,Sí,Media
328,26,Masculino,Médico,Divorciado,Norte,75710,Coche,921,1,Sí,Media
329,58,Masculino,Administrativo,Divorciado,Norte,82054,Coche,1419,0,Sí,Media
330,52,Femenino,Estudiante,Divorciado,Norte,45949,SUV,1080,0,No,Baja
331,36,Femenino,Médico,Divorciado,Norte,37547,Moto,1321,0,No,Media
332,65,Masculino,Administrativo,Divorciado,Este,83136,Moto,804,0,No,Alta
333,33,Femenino,Estudiante,Divorciado,Este,79619,Moto,221,0,Sí,Baja
334,20,Femenino,Profesor,Casado,Sur,76842,Coche,1673,1,No,Media
335,37,Masculino,Comerciante,Soltero,Oeste,41990,SUV,1395,0,No,Alta
336,41,Masculino,Estudiante,Soltero,Norte,31193,Coche,582,0,Sí,Media
337,71,Masculino,Abogado,Casado,Norte,45109,Moto,333,1,Sí,Media
338,73,Femenino,Desempleado,Casado,Oeste,34233,Moto,1649,2,Sí,Baja
339,50,Femenino,Ingeniero,Casado,Oeste,49510,SUV,1248,1,Sí,Media
340,41,Masculino,Abogado,Casado,Sur,16306,Coche,702,0,Sí,Alta
341,69,Masculino,Abogado,Divorciado,Oeste,18849,Furgoneta,1408,1,Sí,Media
342,28,Masculino,Desempleado,Soltero,Norte,27360,Furgoneta,1308,0,Sí,Media
343,66,Femenino,Ingeniero,Divorciado,Norte,60800,Moto,1790,0,Sí,Alta
344,25,Femenino,Abogado,Soltero,Norte,51963,SUV,1986,0,Sí,Media
345,53,Femenino,Estudiante,Soltero,Norte,69330,Coche,343,1,No,Baja
346,55,Femenino,Estudiante,Casado,Norte,66707,Coche,1902,1,Sí,Alta
347,57,Masculino,Estudiante,Divorciado,Sur,33689,Moto,1635,1,No,Media
348,37,Masculino,Ingeniero,Casado,Norte,44084,Moto,423,0,Sí,Media
349,52,Masculino,Abogado,Divorciado,Sur,55387,Coche,419,1,No,Alta
350,65,Masculino,Administrativo,Soltero,Norte,89816,Coche,378,0,Sí,Media
351,42,Femenino,Ingeniero,Casado,Este,17642,Moto,1854,0,No,Media
352,52,Femenino,Estudiante,Casado,Este,57137,Coche,632,1,Sí,Baja
353,42,Masculino,Desempleado,Soltero,Este,70561,Furgoneta,464,1,No,Alta
354,46,Masculino,Abogado,Soltero,Este,77260,Moto,1153,0,Sí,Media
355,35,Femenino,Abogado,Soltero,Sur,30438,Coche,628,1,No,Alta
356,63,Masculino,Médico,Casado,Sur,63442,Moto,1885,2,Sí,Baja
357,35,Femenino,Médico,Divorciado,Oeste,17994,SUV,615,0,Sí,Media
358,19,Masculino,Profesor,Casado,Norte,16813,Moto,1676,0,Sí,Media
359,71,Masculino,Administrativo,Divorciado,Este,70276,Moto,926,2,No,Alta
360,52,Masculino,Administrativo,Casado,Sur,56243,SUV,396,0,No,Media
361,33,Masculino,Comerciante,Casado,Norte,77912,Furgoneta,1777,0,No,Alta
362,58,Masculino,Administrativo,Soltero,Norte,75272,Coche,1276,1,Sí,Baja
363,53,Masculino,Médico,Divorciado,Sur,57051,SUV,679,0,Sí,Media
364,50,Masculino,Ingeniero,Casado,Este,80618,Moto,1666,0,No,Media
365,21,Femenino,Administrativo,Casado,Oeste,16920,Coche,1553,1,Sí,Media
366,50,Femenino,Médico,Soltero,Norte,17093,SUV,1474,1,No,Media
367,31,Femenino,Profesor,Soltero,Oeste,27905,Coche,1089,0,No,Media
368,38,Femenino,Abogado,Divorciado,Este,39351,Coche,1124,2,No,Media
369,65,Femenino,Administrativo,Casado,Este,45981,SUV,322,0,Sí,Media
370,37,Masculino,Profesor,Divorciado,Oeste,88903,Coche,1610,0,Sí,Media
371,73,Masculino,Abogado,Casado,Este,85821,Furgoneta,1562,0,Sí,Media
372,25,Femenino,Desempleado,Divorciado,Norte,34874,SUV,977,1,No,Alta
373,24,Masculino,Desempleado,Soltero,Oeste,65931,Furgoneta,547,0,Sí,Baja
374,20,Femenino,Abogado,Casado,Este,22674,Moto,228,0,Sí,Media
375,34,Femenino,Administrativo,Divorciado,Oeste,65516,Coche,1174,0,Sí,Media
376,50,Masculino,Comerciante,Soltero,Norte,75686,Moto,234,0,Sí,Baja
377,65,Masculino,Médico,Soltero,Este,84212,Moto,1741,0,No,Alta
378,29,Masculino,Ingeniero,Divorciado,Norte,17426,Coche,1619,0,No,Baja
379,68,Femenino,Ingeniero,Casado,Este,83498,SUV,822,1,Sí,Baja
380,39,Masculino,Estudiante,Casado,Sur,44943,Coche,1517,0,Sí,Baja
381,72,Femenino,Abogado,Soltero,Este,81395,Moto,788,2,No,Baja
382,39,Femenino,Ingeniero,Casado,Oeste,59816,Moto,1572,0,Sí,Media
383,63,Femenino,Administrativo,Casado,Este,19138,SUV,1370,0,No,Alta
384,47,Masculino,Comerciante,Casado,Norte,19017,Coche,1290,0,No,Media
385,55,Masculino,Abogado,Soltero,Norte,25451,Moto,1103,0,Sí,Media
386,55,Femenino,Comerciante,Divorciado,Este,77956,Furgoneta,719,0,Sí,Alta
387,62,Masculino,Administrativo,Casado,Oeste,25278,Moto,321,1,No,Media
388,68,Masculino,Ingeniero,Soltero,Sur,58764,Moto,539,0,Sí,Media
389,71,Masculino,Ingeniero,Soltero,Oeste,16134,SUV,374,0,Sí,Baja
390,25,Femenino,Estudiante,Divorciado,Sur,77943,Furgoneta,1914,0,Sí,Baja
391,44,Femenino,Ingeniero,Casado,Norte,69318,Moto,796,1,Sí,Baja
392,44,Masculino,Abogado,Casado,Oeste,75128,Moto,650,2,No,Media
393,51,Femenino,Administrativo,Divorciado,Sur,36869,Furgoneta,756,0,No,Baja
394,38,Masculino,Desempleado,Divorciado,Este,20039,Coche,1359,2,No,Baja
395,47,Masculino,Administrativo,Soltero,Norte,36281,Coche,1239,1,Sí,Media
396,50,Masculino,Abogado,Soltero,Este,25442,Moto,1556,1,Sí,Alta
397,45,Masculino,Abogado,Divorciado,Norte,88788,Moto,1418,0,No,Baja
398,64,Femenino,Estudiante,Casado,Oeste,42586,Coche,1719,1,Sí,Baja
399,50,Femenino,Estudiante,Soltero,Oeste,68053,SUV,208,0,No,Media
400,22,Femenino,Ingeniero,Soltero,Norte,65489,Furgoneta,533,0,Sí,Alta
401,65,Masculino,Profesor,Casado,Norte,82087,Furgoneta,1556,2,No,Media
402,36,Masculino,Administrativo,Soltero,Norte,27625,SUV,1216,0,Sí,Alta
403,21,Masculino,Administrativo,Casado,Oeste,49397,SUV,526,1,Sí,Baja
404,52,Femenino,Profesor,Casado,Sur,73671,SUV,214,0,Sí,Baja
405,66,Masculino,Estudiante,Casado,Este,81897,SUV,1038,1,Sí,Alta
406,34,Femenino,Ingeniero,Divorciado,Este,41149,SUV,1837,0,Sí,Media
407,61,Femenino,Profesor,Divorciado,Oeste,75030,SUV,425,0,No,Alta
408,45,Femenino,Ingeniero,Divorciado,Este,84906,Furgoneta,1648,0,No,Media
409,47,Femenino,Ingeniero,Casado,Norte,20283,SUV,1631,1,No,Media
410,46,Femenino,Ingeniero,Casado,Sur,22610,Coche,312,1,No,Media
411,63,Femenino,Médico,Divorciado,Este,58326,SUV,1651,0,Sí,Media
412,70,Masculino,Abogado,Soltero,Sur,29924,SUV,200,0,Sí,Alta
413,23,Masculino,Ingeniero,Casado,Norte,15869,Furgoneta,465,1,Sí,Media
414,52,Femenino,Médico,Soltero,Este,16014,Furgoneta,1714,2,No,Alta
415,58,Femenino,Estudiante,Soltero,Oeste,25103,SUV,1431,1,Sí,Media
416,54,Masculino,Profesor,Casado,Sur,48458,Furgoneta,1845,1,No,Alta
417,41,Femenino,Abogado,Casado,Norte,38248,Moto,1935,0,Sí,Media
418,46,Femenino,Desempleado,Soltero,Sur,58516,Furgoneta,1151,1,No,Baja
419,66,Masculino,Profesor,Soltero,Este,44061,Furgoneta,1592,0,No,Baja
420,63,Femenino,Abogado,Divorciado,Este,39170,Furgoneta,505,2,Sí,Baja
421,70,Femenino,Desempleado,Divorciado,Oeste,23024,Furgoneta,211,1,Sí,Baja
422,48,Femenino,Profesor,Casado,Norte,58803,Coche,1568,0,No,Alta
423,52,Masculino,Abogado,Divorciado,Norte,34296,Coche,1688,0,Sí,Alta
424,50,Masculino,Profesor,Divorciado,Oeste,33257,Coche,1923,0,Sí,Media
425,69,Masculino,Profesor,Divorciado,Oeste,27855,SUV,1889,1,No,Baja
426,38,Femenino,Desempleado,Divorciado,Norte,35025,SUV,1717,0,Sí,Baja
427,49,Femenino,Profesor,Soltero,Sur,19458,Moto,1591,0,No,Alta
428,40,Masculino,Profesor,Casado,Sur,78610,Coche,1136,0,No,Media
429,50,Femenino,Desempleado,Divorciado,Oeste,85843,SUV,619,0,Sí,Alta
430,20,Femenino,Estudiante,Soltero,Sur,64831,Furgoneta,1088,1,Sí,Media
431,35,Femenino,Ingeniero,Soltero,Norte,58427,Furgoneta,370,2,Sí,Media
432,42,Femenino,Administrativo,Soltero,Este,53506,Coche,333,1,No,Alta
433,59,Femenino,Comerciante,Divorciado,Este,20668,Moto,1164,0,Sí,Media
434,48,Masculino,Médico,Divorciado,Sur,62195,Moto,1650,0,No,Media
435,71,Femenino,Comerciante,Casado,Oeste,88233,Furgoneta,1248,0,Sí,Media
436,20,Masculino,Comerciante,Divorciado,Oeste,39417,Moto,1753,0,Sí,Alta
437,57,Femenino,Abogado,Divorciado,Oeste,25751,Coche,1413,1,Sí,Baja
438,63,Masculino,Ingeniero,Soltero,Oeste,61218,Furgoneta,1364,1,Sí,Media
439,41,Femenino,Abogado,Casado,Oeste,22352,SUV,1778,1,Sí,Baja
440,67,Masculino,Ingeniero,Divorciado,Sur,43927,SUV,857,0,Sí,Baja
441,49,Femenino,Desempleado,Divorciado,Este,56094,Moto,1538,0,Sí,Alta
442,64,Masculino,Desempleado,Soltero,Este,69122,Furgoneta,1667,0,Sí,Alta
443,39,Femenino,Administrativo,Soltero,Sur,44493,Furgoneta,1542,0,Sí,Media
444,40,Masculino,Ingeniero,Divorciado,Oeste,88539,SUV,1664,1,No,Alta
445,19,Femenino,Profesor,Casado,Sur,46707,Furgoneta,1315,1,Sí,Baja
446,44,Masculino,Estudiante,Casado,Este,83814,Furgoneta,378,1,Sí,Media
447,59,Masculino,Administrativo,Soltero,Norte,22296,Furgoneta,1279,0,No,Baja
448,19,Femenino,Administrativo,Soltero,Sur,40398,Moto,1378,2,Sí,Alta
449,43,Femenino,Profesor,Divorciado,Oeste,50842,Furgoneta,1895,0,No,Media
450,34,Masculino,Estudiante,Soltero,Este,28261,Coche,310,0,Sí,Media
451,57,Femenino,Abogado,Divorciado,Este,71704,Moto,336,0,Sí,Alta
452,50,Masculino,Estudiante,Casado,Este,82173,Furgoneta,431,1,No,Media
453,26,Masculino,Abogado,Casado,Este,46781,Furgoneta,1191,0,Sí,Baja
454,60,Masculino,Desempleado,Divorciado,Oeste,28652,Coche,667,0,No,Media
455,71,Femenino,Comerciante,Soltero,Norte,20103,Moto,931,0,Sí,Media
456,65,Masculino,Desempleado,Casado,Este,40500,SUV,680,1,No,Alta
457,56,Masculino,Desempleado,Soltero,Sur,50529,SUV,1291,0,No,Media
458,46,Femenino,Comerciante,Casado,Norte,33452,Moto,1013,1,Sí,Baja
459,59,Femenino,Estudiante,Divorciado,Este,64393,Furgoneta,1472,0,No,Baja
460,72,Femenino,Administrativo,Divorciado,Norte,46174,Furgoneta,1193,0,Sí,Media
461,43,Femenino,Estudiante,Divorciado,Sur,79450,SUV,522,0,No,Baja
462,52,Masculino,Abogado,Casado,Este,50436,SUV,1121,0,Sí,Media
463,67,Masculino,Profesor,Soltero,Sur,62406,SUV,1103,0,No,Alta
464,42,Masculino,Abogado,Soltero,Oeste,78059,Coche,1741,1,Sí,Alta
465,41,Masculino,Profesor,Soltero,Este,30954,SUV,1655,1,Sí,Baja
466,30,Femenino,Desempleado,Casado,Este,27356,Coche,1710,2,No,Alta
467,24,Masculino,Comerciante,Casado,Este,17187,Moto,805,1,No,Media
468,74,Masculino,Desempleado,Casado,Este,50098,Furgoneta,628,1,Sí,Media
469,53,Femenino,Ingeniero,Casado,Oeste,36225,SUV,1492,1,Sí,Media
470,62,Masculino,Estudiante,Casado,Este,18606,Furgoneta,1932,0,Sí,Media
471,37,Masculino,Profesor,Soltero,Norte,72620,Furgoneta,1760,0,Sí,Alta
472,18,Masculino,Abogado,Casado,Este,47828,SUV,347,1,Sí,Alta
473,25,Masculino,Comerciante,Casado,Oeste,41489,SUV,1341,0,No,Media
474,63,Masculino,Profesor,Soltero,Este,29387,Moto,1049,0,Sí,Media
475,33,Masculino,Abogado,Casado,Norte,84463,Coche,566,0,No,Media
476,31,Femenino,Estudiante,Soltero,Oeste,86832,Coche,1049,1,No,Media
477,29,Femenino,Desempleado,Soltero,Oeste,17591,Furgoneta,1289,0,Sí,Alta
478,68,Masculino,Estudiante,Divorciado,Norte,63516,SUV,1012,1,Sí,Baja
479,40,Masculino,Médico,Divorciado,Norte,77061,Moto,1593,0,Sí,Media
480,32,Femenino,Ingeniero,Divorciado,Norte,81736,Moto,374,0,Sí,Alta
481,45,Masculino,Médico,Divorciado,Norte,76753,Moto,787,2,No,Media
482,51,Masculino,Comerciante,Casado,Norte,26087,Moto,694,0,Sí,Baja
483,19,Masculino,Profesor,Divorciado,Oeste,45816,Moto,1172,0,No,Baja
484,49,Femenino,Comerciante,Soltero,Oeste,38408,Coche,1337,0,Sí,Alta
485,40,Masculino,Desempleado,Casado,Este,15136,Coche,1334,0,Sí,Media
486,39,Femenino,Abogado,Divorciado,Este,32413,Coche,1984,1,Sí,Alta
487,68,Masculino,Estudiante,Soltero,Sur,74500,SUV,1662,1,Sí,Alta
488,42,Femenino,Médico,Casado,Este,71358,Furgoneta,1938,1,Sí,Media
489,39,Femenino,Administrativo,Casado,Este,81197,Moto,1370,0,Sí,Media
490,39,Masculino,Médico,Divorciado,Norte,47854,SUV,234,0,No,Media
491,66,Femenino,Desempleado,Casado,Norte,31322,Moto,1198,0,No,Media
492,69,Masculino,Médico,Soltero,Este,21968,Coche,1532,2,Sí,Alta
493,59,Femenino,Desempleado,Casado,Sur,42518,SUV,737,0,Sí,Media
494,23,Masculino,Administrativo,Soltero,Norte,66925,Coche,949,0,Sí,Alta
495,32,Masculino,Comerciante,Casado,Este,74848,Moto,1237,1,Sí,Alta
496,71,Femenino,Estudiante,Divorciado,Este,16700,Moto,573,0,Sí,Media
497,60,Masculino,Profesor,Soltero,Oeste,38199,Furgoneta,756,0,Sí,Media
498,54,Masculino,Abogado,Casado,Sur,59589,Moto,1651,0,Sí,Alta
499,50,Femenino,Profesor,Casado,Oeste,47115,Coche,1951,1,Sí,Media
500,25,Masculino,Comerciante,Casado,Sur,76934,Moto,432,1,Sí,Alta
501,70,Masculino,Abogado,Soltero,Norte,69316,Furgoneta,904,0,Sí,Alta
502,61,Femenino,Médico,Soltero,Sur,20520,Furgoneta,762,2,No,Media
503,61,Femenino,Administrativo,Soltero,Este,51455,Coche,1138,0,Sí,Alta
504,22,Masculino,Administrativo,Divorciado,Este,56605,SUV,1086,0,Sí,Media
505,56,Masculino,Ingeniero,Divorciado,Sur,29955,Moto,925,1,Sí,Alta
506,21,Femenino,Comerciante,Soltero,Sur,59049,Furgoneta,1886,0,No,Media
507,23,Femenino,Comerciante,Casado,Sur,28917,Moto,1663,4,No,Alta
508,62,Masculino,Estudiante,Divorciado,Oeste,85293,Moto,1725,0,No,Alta
509,49,Femenino,Profesor,Soltero,Sur,79925,SUV,1498,0,Sí,Media
510,69,Masculino,Comerciante,Casado,Norte,85269,Furgoneta,275,0,Sí,Baja
511,47,Masculino,Comerciante,Divorciado,Oeste,45954,Moto,638,0,No,Alta
512,64,Masculino,Médico,Casado,Oeste,87617,Furgoneta,1955,0,Sí,Media
513,52,Masculino,Médico,Casado,Sur,56458,Coche,898,0,Sí,Media
514,72,Masculino,Abogado,Casado,Norte,36113,Coche,1512,0,No,Media
515,57,Femenino,Desempleado,Casado,Oeste,58939,Moto,1114,0,Sí,Baja
516,69,Femenino,Desempleado,Divorciado,Este,44345,Furgoneta,1763,0,Sí,Alta
517,33,Femenino,Ingeniero,Divorciado,Oeste,61313,Moto,1090,0,Sí,Baja
518,30,Femenino,Desempleado,Divorciado,Sur,84166,Furgoneta,891,0,Sí,Media
519,67,Masculino,Estudiante,Soltero,Norte,62861,Furgoneta,452,1,Sí,Media
520,59,Masculino,Ingeniero,Divorciado,Sur,64298,SUV,1349,0,No,Baja
521,47,Masculino,Abogado,Casado,Este,62221,SUV,1400,1,No,Media
522,36,Masculino,Médico,Divorciado,Este,59942,SUV,1260,0,Sí,Media
523,34,Femenino,Desempleado,Casado,Este,18453,Moto,609,0,No,Media
524,73,Masculino,Profesor,Soltero,Sur,69935,SUV,1834,0,Sí,Media
525,36,Masculino,Médico,Casado,Oeste,58370,SUV,1833,1,Sí,Alta
526,45,Femenino,Administrativo,Casado,Sur,23328,Coche,326,1,No,Media
527,72,Femenino,Estudiante,Casado,Norte,30534,Furgoneta,1706,0,No,Alta
528,43,Femenino,Médico,Soltero,Oeste,51320,Furgoneta,1391,0,No,Baja
529,54,Femenino,Estudiante,Divorciado,Este,64170,SUV,791,0,No,Baja
530,43,Masculino,Estudiante,Divorciado,Sur,23640,Furgoneta,493,0,No,Media
531,70,Masculino,Estudiante,Soltero,Este,45049,Coche,1861,0,No,Media
532,40,Femenino,Abogado,Casado,Este,20618,Coche,1566,0,Sí,Alta
533,26,Masculino,Estudiante,Divorciado,Norte,71053,SUV,1219,1,No,Alta
534,29,Masculino,Estudiante,Soltero,Oeste,16920,Coche,509,1,No,Baja
535,70,Masculino,Administrativo,Divorciado,Norte,58937,Furgoneta,861,0,No,Alta
536,18,Femenino,Profesor,Soltero,Norte,84724,Moto,727,0,Sí,Media
537,18,Masculino,Ingeniero,Casado,Norte,27207,Furgoneta,739,0,Sí,Baja
538,64,Femenino,Comerciante,Divorciado,Este,80774,Moto,618,1,Sí,Baja
539,51,Masculino,Administrativo,Soltero,Norte,47972,SUV,643,1,Sí,Media
540,49,Masculino,Ingeniero,Divorciado,Norte,25799,Moto,884,1,No,Media
541,71,Masculino,Estudiante,Divorciado,Oeste,86088,Coche,1781,1,Sí,Media
542,65,Femenino,Profesor,Divorciado,Oeste,43916,Furgoneta,1039,0,Sí,Baja
543,42,Masculino,Médico,Divorciado,Norte,85463,Moto,435,0,No,Media
544,57,Femenino,Profesor,Soltero,Oeste,52158,Furgoneta,1662,0,Sí,Media
545,62,Femenino,Administrativo,Casado,Oeste,86696,SUV,413,1,Sí,Alta
546,70,Femenino,Estudiante,Soltero,Norte,76510,SUV,284,0,Sí,Alta
547,18,Masculino,Profesor,Soltero,Este,73692,Coche,993,0,No,Media
548,33,Masculino,Desempleado,Soltero,Norte,76744,SUV,1967,0,Sí,Baja
549,56,Masculino,Profesor,Casado,Oeste,30810,Moto,284,0,No,Baja
550,22,Masculino,Estudiante,Divorciado,Este,20126,SUV,1712,1,Sí,Baja
551,39,Femenino,Abogado,Divorciado,Sur,45009,Coche,264,1,Sí,Media
552,46,Femenino,Desempleado,Divorciado,Este,15192,Furgoneta,1869,0,Sí,Media
553,72,Femenino,Profesor,Casado,Oeste,51413,Furgoneta,862,1,No,Baja
554,20,Masculino,Comerciante,Divorciado,Este,27816,SUV,826,0,Sí,Media
555,29,Femenino,Comerciante,Casado,Norte,54082,Moto,263,1,Sí,Media
556,43,Masculino,Profesor,Divorciado,Sur,80048,Coche,1566,0,Sí,Media
557,33,Femenino,Abogado,Divorciado,Sur,65940,Moto,1138,1,No,Baja
558,68,Masculino,Médico,Soltero,Sur,47130,Coche,1118,0,Sí,Alta
559,54,Masculino,Estudiante,Casado,Oeste,55142,SUV,1575,2,No,Baja
560,39,Femenino,Comerciante,Soltero,Oeste,51468,Coche,1381,0,No,Alta
561,74,Femenino,Médico,Soltero,Sur,45698,Coche,1812,0,Sí,Media
562,46,Femenino,Profesor,Soltero,Este,25655,SUV,690,2,Sí,Media
563,31,Femenino,Administrativo,Casado,Sur,62897,Moto,1881,0,Sí,Media
564,45,Masculino,Médico,Casado,Este,45075,SUV,1686,0,Sí,Media
565,22,Femenino,Desempleado,Divorciado,Este,24359,Coche,1448,1,Sí,Baja
566,64,Femenino,Ingeniero,Soltero,Oeste,57056,SUV,512,2,Sí,Media
567,66,Femenino,Comerciante,Divorciado,Este,66831,Coche,814,0,Sí,Alta
568,47,Masculino,Profesor,Soltero,Sur,74191,SUV,1118,0,Sí,Media
569,63,Masculino,Administrativo,Casado,Oeste,48272,Furgoneta,1012,0,Sí,Alta
570,69,Femenino,Estudiante,Casado,Norte,29671,Furgoneta,1139,0,Sí,Alta
571,22,Masculino,Administrativo,Casado,Norte,42048,SUV,1689,0,No,Media
572,29,Femenino,Abogado,Soltero,Oeste,40963,Moto,1311,1,No,Baja
573,33,Masculino,Desempleado,Casado,Sur,58954,Coche,1526,0,No,Media
574,43,Masculino,Profesor,Soltero,Norte,87309,Furgoneta,879,0,Sí,Media
575,43,Masculino,Estudiante,Divorciado,Norte,15717,Moto,634,0,Sí,Media
576,65,Masculino,Abogado,Soltero,Este,26676,Coche,881,1,Sí,Alta
577,38,Femenino,Abogado,Divorciado,Este,19434,Furgoneta,1358,0,Sí,Baja
578,56,Femenino,Profesor,Soltero,Sur,64810,Furgoneta,1273,0,Sí,Media
579,53,Femenino,Desempleado,Divorciado,Oeste,19994,SUV,1655,0,No,Baja
580,50,Masculino,Médico,Casado,Sur,19234,Coche,539,0,Sí,Alta
581,47,Femenino,Médico,Divorciado,Oeste,84300,Moto,546,0,Sí,Alta
582,54,Femenino,Abogado,Casado,Norte,58949,Moto,845,2,No,Baja
583,40,Femenino,Médico,Casado,Este,52405,Moto,1570,2,Sí,Media
584,27,Masculino,Ingeniero,Divorciado,Sur,49872,Coche,848,0,Sí,Alta
585,71,Masculino,Abogado,Soltero,Sur,57215,Moto,444,1,Sí,Alta
586,22,Masculino,Abogado,Soltero,Oeste,38185,Moto,308,2,Sí,Baja
587,53,Femenino,Estudiante,Soltero,Oeste,58442,Moto,732,2,No,Media
588,51,Femenino,Médico,Soltero,Sur,66759,SUV,1313,0,Sí,Media
589,69,Femenino,Desempleado,Soltero,Oeste,56153,SUV,495,0,Sí,Media
590,48,Masculino,Abogado,Casado,Sur,17581,Coche,311,0,No,Media
591,27,Masculino,Administrativo,Soltero,Sur,66717,Coche,1812,1,No,Baja
592,36,Femenino,Desempleado,Casado,Sur,17763,Moto,1400,0,No,Alta
593,49,Masculino,Ingeniero,Casado,Norte,70480,SUV,542,0,No,Media
594,18,Masculino,Estudiante,Casado,Oeste,53759,Furgoneta,1883,3,Sí,Baja
595,73,Masculino,Profesor,Divorciado,Este,40307,Furgoneta,300,2,Sí,Alta
596,22,Masculino,Desempleado,Divorciado,Este,26064,Moto,1981,0,Sí,Media
597,62,Femenino,Abogado,Casado,Oeste,52548,Moto,828,0,Sí,Media
598,21,Masculino,Ingeniero,Divorciado,Sur,51945,SUV,1827,1,No,Media
599,33,Masculino,Comerciante,Soltero,Este,62937,SUV,1624,0,No,Media
600,41,Masculino,Ingeniero,Soltero,Este,21476,SUV,227,1,Sí,Media
601,33,Masculino,Ingeniero,Casado,Oeste,66756,Coche,1136,0,Sí,Media
602,72,Femenino,Estudiante,Soltero,Este,17382,Coche,1760,1,Sí,Media
603,19,Femenino,Profesor,Casado,Sur,64683,Moto,257,1,No,Media
604,66,Masculino,Comerciante,Casado,Oeste,60276,Coche,1721,0,Sí,Alta
605,45,Masculino,Médico,Soltero,Sur,48402,SUV,496,1,No,Media
606,49,Masculino,Médico,Divorciado,Este,41946,SUV,333,0,No,Baja
607,44,Masculino,Desempleado,Soltero,Este,88933,Coche,1554,1,No,Media
608,37,Masculino,Ingeniero,Soltero,Sur,37335,Furgoneta,448,2,No,Media
609,41,Masculino,Administrativo,Casado,Norte,60095,Moto,1220,0,No,Media
610,29,Femenino,Estudiante,Casado,Este,42197,Furgoneta,749,1,Sí,Baja
611,67,Masculino,Administrativo,Casado,Norte,37010,Moto,1101,0,Sí,Baja
612,52,Femenino,Estudiante,Casado,Este,39123,Furgoneta,1298,0,Sí,Alta
613,50,Femenino,Médico,Divorciado,Norte,17890,Coche,1877,0,Sí,Media
614,50,Masculino,Desempleado,Divorciado,Norte,23026,Moto,1033,0,No,Media
615,68,Femenino,Desempleado,Divorciado,Norte,79925,Moto,1391,1,Sí,Media
616,60,Femenino,Desempleado,Casado,Sur,83842,Moto,970,0,No,Alta
617,54,Femenino,Comerciante,Casado,Norte,48665,SUV,1726,2,Sí,Baja
618,29,Femenino,Profesor,Casado,Norte,24277,SUV,1578,0,Sí,Alta
619,20,Femenino,Comerciante,Divorciado,Norte,57239,Furgoneta,1448,1,No,Media
620,18,Femenino,Abogado,Casado,Este,62664,Coche,1887,2,Sí,Media
621,50,Masculino,Abogado,Soltero,Norte,63008,SUV,1754,0,Sí,Alta
622,57,Femenino,Administrativo,Soltero,Este,29683,Moto,345,1,Sí,Baja
623,27,Femenino,Profesor,Casado,Norte,15670,SUV,1464,1,No,Baja
624,60,Femenino,Médico,Soltero,Norte,32889,Coche,1092,0,Sí,Media
625,61,Masculino,Profesor,Soltero,Sur,70612,SUV,543,0,Sí,Media
626,46,Femenino,Estudiante,Divorciado,Este,59535,Moto,1972,0,Sí,Alta
627,30,Masculino,Abogado,Casado,Norte,69319,Furgoneta,1258,0,No,Media
628,29,Femenino,Ingeniero,Casado,Este,36639,Moto,901,0,No,Alta
629,48,Masculino,Ingeniero,Divorciado,Este,79712,Coche,200,0,Sí,Media
630,63,Masculino,Médico,Soltero,Oeste,31633,Furgoneta,352,1,Sí,Baja
631,19,Femenino,Estudiante,Soltero,Sur,49660,SUV,628,1,No,Alta
632,68,Femenino,Administrativo,Casado,Sur,83975,SUV,707,1,Sí,Baja
633,67,Masculino,Comerciante,Soltero,Sur,47172,SUV,1349,1,Sí,Alta
634,52,Femenino,Estudiante,Divorciado,Oeste,74197,Furgoneta,690,0,Sí,Baja
635,40,Masculino,Ingeniero,Divorciado,Oeste,73847,Moto,1705,0,No,Alta
636,34,Masculino,Ingeniero,Casado,Sur,26577,Furgoneta,544,0,Sí,Media
637,43,Masculino,Administrativo,Divorciado,Oeste,35176,Furgoneta,1961,1,Sí,Alta
638,25,Masculino,Abogado,Divorciado,Oeste,59386,Coche,420,2,No,Baja
639,46,Masculino,Estudiante,Casado,Oeste,78972,Furgoneta,922,1,No,Media
640,43,Femenino,Estudiante,Divorciado,Sur,56003,SUV,1248,0,Sí,Alta
641,27,Masculino,Ingeniero,Divorciado,Sur,34996,Moto,727,0,Sí,Media
642,43,Masculino,Comerciante,Divorciado,Sur,50931,Moto,1405,2,No,Media
643,51,Femenino,Médico,Soltero,Oeste,50710,Moto,1722,0,No,Media
644,68,Masculino,Desempleado,Casado,Sur,49693,SUV,1040,1,No,Baja
645,58,Femenino,Médico,Casado,Oeste,50740,SUV,1864,1,Sí,Media
646,24,Femenino,Estudiante,Casado,Norte,32374,SUV,1265,0,Sí,Alta
647,21,Femenino,Médico,Soltero,Oeste,60913,SUV,680,1,No,Alta
648,70,Masculino,Ingeniero,Soltero,Este,81025,SUV,1129,2,No,Media
649,67,Masculino,Ingeniero,Casado,Sur,59516,Furgoneta,1971,0,Sí,Media
650,62,Masculino,Administrativo,Soltero,Sur,41069,SUV,1071,2,Sí,Media
